credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,credit_card,debt_consolidation,educational,home_improvement,major_purchase,small_business,not_fully_paid
1,0.1496,194.02,10.71441777,4.0,667,3180.041667,3839,76.8,0,0,1,0,0,0,0,1
1,0.1114,131.22,11.00209984,11.08,722,5116.0,24220,68.6,0,0,0,0,0,0,0,1
1,0.1343,678.08,11.88448902,10.15,682,4209.958333,41674,74.1,0,1,0,0,0,0,0,1
1,0.1059,32.55,10.43382164,14.47,687,1110.0,4485,36.9,1,0,0,0,0,0,0,1
1,0.1501,225.37,12.26904744,6.45,677,6240.0,56411,75.3,0,0,0,0,0,0,1,1
1,0.0964,80.26,11.22524339,20.0,772,4920.958333,269,3.8,3,0,0,0,1,0,0,1
1,0.128,84.0,10.37349118,20.0,682,5492.0,3408,35.1,1,0,0,0,1,0,0,1
1,0.1122,507.46,10.59663473,13.5,712,5368.958333,6513,34.3,3,0,1,0,0,0,0,1
1,0.0964,642.02,11.47210347,2.86,737,2190.0,10296,42.5,0,0,0,0,0,0,1,1
1,0.1154,104.76,9.61580548,12.24,672,1289.958333,2867,55.1,3,0,0,0,0,0,1,1
1,0.1501,73.68,11.47210347,16.89,702,4080.0,51,0.0,0,0,0,0,0,0,1,1
1,0.1217,266.37,11.15625052,10.2,672,3598.958333,26283,39.5,0,1,0,0,0,0,0,1
1,0.1375,263.09,11.03811028,9.8,677,3089.958333,12231,81.0,3,0,1,0,0,0,0,1
1,0.1249,301.04,10.57131693,5.08,667,3690.0,26233,62.9,3,0,1,0,0,0,0,1
1,0.1028,150.66,10.727663,3.26,687,6509.958333,105,35.0,1,0,0,0,0,0,0,1
1,0.1217,166.48,9.210340372000001,0.0,662,2250.0,875,54.7,2,0,0,0,0,0,1,1
1,0.1249,70.25,9.433483922999999,14.4,662,1469.0,458,91.6,1,0,1,0,0,0,0,1
1,0.1249,100.35,10.2791805,12.77,662,1110.0,566,51.5,3,0,0,1,0,0,0,1
1,0.1091,163.49,10.57131693,11.78,707,4889.0,5406,33.4,0,0,0,0,0,0,0,1
1,0.0996,32.25,10.46310334,5.83,687,2158.958333,1188,3.0,2,0,0,0,0,0,0,1
1,0.1059,72.42,11.00209984,8.14,707,4800.0,20511,62.0,1,0,0,0,0,0,0,1
1,0.1312,162.01,11.35040654,16.87,707,9059.958333,34776,54.3,0,0,1,0,0,0,0,1
1,0.128,839.95,11.22524339,24.85,722,6330.0,62739,74.7,3,0,1,0,0,0,0,1
1,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,0,0,0,0,1
1,0.1091,505.16,11.69524702,16.97,697,9659.0,57196,44.5,3,0,1,0,0,0,0,1
1,0.0901,318.05,12.52452638,2.97,712,4919.0,481,80.2,2,0,0,0,1,0,0,1
1,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,1,0,0,0,0,1
1,0.0901,795.11,13.33100224,3.83,782,3660.0,148829,6.6,5,0,0,0,0,0,1,1
1,0.1028,29.16,9.392661928999999,16.7,687,2069.0,3084,65.6,3,0,0,1,0,0,0,1
1,0.1154,527.93,10.70099475,12.16,682,2130.0,34023,57.7,1,0,1,0,0,0,0,1
1,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197,75.8,0,0,1,0,0,0,0,1
1,0.1028,158.76,10.69194491,15.3,692,4410.0,88,23.8,1,0,0,0,0,0,0,1
1,0.0996,322.49,11.19134184,10.28,702,4920.041667,3943,98.6,3,0,0,0,0,0,0,1
1,0.1217,132.35,10.20359214,23.2,702,5279.041667,4504,39.2,1,0,1,0,0,0,0,1
1,0.1186,530.36,11.36674295,15.1,682,3900.0,348,4.8,0,0,0,0,0,1,0,1
1,0.1154,659.91,11.47210347,17.81,707,3629.0,93,0.0,2,0,0,0,0,0,1,1
1,0.1217,319.64,11.00209984,19.28,672,4740.0,10358,91.7,2,0,1,0,0,0,0,1
1,0.1217,93.23,10.71441777,19.19,692,4440.041667,88,44.0,1,0,0,0,0,0,0,1
1,0.1438,859.07,11.28978191,20.79,682,3059.041667,30946,61.5,3,0,0,0,0,0,1,1
1,0.128,483.81,10.49460201,8.47,662,2670.041667,7104,93.5,2,0,1,0,0,0,0,1
1,0.0964,802.47,11.22524339,17.06,767,5691.041667,12017,12.1,4,0,0,0,0,0,1,1
1,0.1091,817.41,11.19821472,22.13,737,9900.0,3472,4.5,1,0,1,0,0,0,0,1
1,0.0933,798.84,11.51292546,1.57,762,6359.041667,17,0.1,5,0,0,0,0,0,1,1
1,0.0933,319.54,10.50506754,19.46,727,4470.041667,827,6.6,2,0,0,0,0,0,0,1
1,0.1407,764.64,11.81303006,3.66,672,5790.0,10753,52.3,2,0,0,0,1,0,0,1
1,0.1249,301.04,11.00209984,4.64,662,2222.0,8355,34.4,0,0,1,0,0,0,0,1
1,0.147,862.97,11.3736634,5.79,677,4739.0,4209,75.2,2,0,0,0,0,0,1,1
1,0.0775,62.45,10.08580911,2.4,742,2290.041667,949,55.8,1,0,0,0,0,0,0,1
1,0.1375,851.41,11.22524339,19.78,687,2399.041667,12308,43.6,2,0,0,0,1,0,0,1
1,0.1122,155.19,9.893437217,23.03,717,2580.0,4500,13.0,0,0,0,0,0,0,0,1
1,0.0964,288.89,11.62625415,10.36,702,6119.0,27786,85.5,2,1,0,0,0,0,0,1
1,0.0933,87.88,11.62625415,13.46,702,6120.0,27786,85.5,2,0,0,0,0,0,0,1
1,0.1046,259.87,11.69524702,11.28,692,5018.041667,63580,80.6,1,0,0,0,0,0,0,1
1,0.133,406.07,10.20359214,7.16,662,1530.041667,137,3.2,1,0,1,0,0,0,0,1
1,0.1393,170.72,10.54534144,20.72,662,7109.041667,16613,18.3,1,0,0,0,0,0,1,1
1,0.1236,133.55,10.81977828,8.66,662,6839.041667,9380,44.1,1,0,1,0,0,0,0,1
1,0.1236,701.12,10.77895629,0.85,682,2579.0,639,13.6,1,0,0,0,0,0,1,1
1,0.0743,69.14,11.69524702,7.67,762,6007.041667,21521,29.5,1,0,0,0,0,0,0,1
1,0.1078,313.3,11.02190247,14.06,702,5700.041667,4781,15.5,2,0,0,0,1,0,0,1
1,0.0807,225.86,11.02190247,17.0,762,5340.041667,9366,40.7,4,0,1,0,0,0,0,1
1,0.1267,536.57,11.42081018,10.13,677,5280.041667,23129,79.8,0,0,1,0,0,0,0,1
1,0.1109,262.26,11.184421400000002,5.12,687,1949.041667,14653,95.1,0,0,0,0,0,0,0,1
1,0.0775,101.47,10.49127422,2.73,742,2550.0,2353,12.4,0,0,1,0,0,0,0,1
1,0.1299,673.79,10.77895629,18.98,682,4830.041667,13649,42.4,1,0,1,0,0,0,0,1
1,0.1488,692.14,11.23848862,7.11,667,3899.041667,15773,95.0,0,0,1,0,0,0,0,1
1,0.1299,370.59,10.86856845,17.94,667,3269.0,17771,52.1,2,0,1,0,0,0,0,1
1,0.0775,312.22,10.08580911,0.0,787,3809.041667,5028,12.1,0,0,0,0,0,1,0,1
1,0.1078,70.17,9.308283446,19.15,692,2399.041667,1,0.2,2,0,0,0,0,0,0,1
1,0.133,406.07,10.71441777,4.67,662,2849.0,7209,38.1,1,0,1,0,0,0,0,1
1,0.1172,82.71,11.03488966,19.29,677,4319.0,7180,34.4,3,0,1,0,0,0,0,1
1,0.133,338.39,11.69524702,6.31,662,6150.0,28653,89.3,0,0,0,0,0,0,1,1
1,0.092,306.18,11.03488966,13.12,742,5250.041667,24406,40.3,1,1,0,0,0,0,0,1
1,0.1014,452.67,11.22524339,16.54,722,4800.0,14214,39.4,0,0,1,0,0,0,0,1
1,0.1615,880.78,11.6351431,24.84,682,7619.0,51039,93.8,0,0,1,0,0,0,0,1
1,0.133,101.52,10.47005058,24.79,697,5569.0,21573,73.7,1,1,0,0,0,0,0,1
1,0.1078,365.51,11.28978191,7.56,697,4980.041667,18316,81.0,1,0,0,0,0,0,1,1
1,0.1236,767.89,11.46163217,16.07,702,2580.0,806,10.3,2,1,0,0,0,0,0,1
1,0.1109,491.73,10.37349118,4.8,697,3480.041667,4134,39.4,1,0,1,0,0,0,0,1
1,0.1078,278.22,11.60823564,18.58,702,7230.0,14046,80.3,0,0,1,0,0,0,0,1
1,0.0838,567.22,11.06663836,5.25,772,3540.041667,1612,12.1,4,0,0,0,0,0,0,1
1,0.1393,527.52,10.645424900000002,19.71,667,2490.0,12032,87.2,3,0,1,0,0,0,0,1
1,0.0951,640.76,11.28978191,0.22,767,8476.0,464,18.6,8,0,0,0,0,0,0,1
1,0.0945,333.7,11.00209984,6.02,787,10860.0,426,0.7,0,0,0,0,0,0,0,1
1,0.1292,347.5,11.15625052,9.05,702,4530.041667,16264,90.6,3,0,1,0,0,0,0,1
1,0.1355,343.0,10.2797298,15.82,667,3539.041667,18485,65.3,1,0,1,0,0,0,0,1
1,0.1197,199.2,10.98189713,6.0,672,4410.0,3831,34.2,0,0,1,0,0,0,0,1
1,0.0976,644.71,10.16585182,9.14,762,6752.041667,507,3.5,0,0,0,0,0,0,1,1
1,0.1418,856.63,11.09741002,22.45,707,2092.041667,25160,32.8,2,0,0,0,0,0,0,1
1,0.1103,327.53,10.30895266,13.4,707,3359.0,10837,83.4,1,0,1,0,0,0,0,1
1,0.1324,608.58,11.00209984,22.4,687,3151.041667,5855,54.7,0,0,1,0,0,0,0,1
1,0.1166,495.79,10.49127422,5.17,692,4440.0,1340,53.6,2,0,0,0,1,0,0,1
1,0.1166,330.53,11.43388226,10.74,677,5519.0,46789,66.7,3,0,0,0,1,0,0,1
1,0.1261,820.91,11.69524702,5.76,697,2141.041667,23908,62.8,3,0,0,0,0,0,1,1
1,0.1071,815.04,10.858999,11.86,727,1694.0416670000004,6088,8.3,0,1,0,0,0,0,0,1
1,0.1387,341.15,10.96819829,24.72,702,6839.041667,24299,58.6,0,0,1,0,0,0,0,1
1,0.1703,535.02,11.58058411,15.81,662,6660.0,44543,86.8,0,0,1,0,0,0,0,1
1,0.1292,504.84,10.71441777,6.08,677,3240.0,5071,78.0,1,0,1,0,0,0,0,1
1,0.1103,671.44,10.55581274,15.72,722,3580.041667,31566,32.3,1,0,1,0,0,0,0,1
1,0.1355,339.6,11.17885035,3.35,662,5460.0,5261,73.1,2,0,0,0,0,0,1,1
1,0.1387,341.15,10.4744671,13.19,662,4050.0,11969,88.0,2,0,1,0,0,0,0,1
1,0.1071,508.59,10.77895629,14.58,717,5219.0,20838,62.6,1,0,1,0,0,0,0,1
1,0.1197,481.4,11.08214255,8.6,687,3270.0,15506,95.7,1,0,1,0,0,0,0,1
1,0.0976,482.32,10.16585182,5.77,777,4560.041667,3050,2.9,1,0,0,0,1,0,0,1
1,0.1039,162.26,11.15051985,15.72,707,2970.0,5762,43.3,1,0,1,0,0,0,0,1
1,0.0976,482.32,10.91508846,15.1,762,7920.041667,11648,14.8,1,0,1,0,0,0,0,1
1,0.145,663.47,10.42228135,9.86,667,2940.0,8731,56.7,1,0,1,0,0,0,0,1
1,0.1103,360.29,9.92329018,6.82,697,1530.0,3041,84.5,2,0,1,0,0,0,0,1
1,0.0976,321.55,10.08580911,2.7,717,5168.0,3717,16.1,3,0,0,0,0,1,0,1
1,0.0945,224.07,11.44035477,10.86,717,4080.0,5257,32.9,1,0,0,0,0,0,0,1
1,0.1229,490.29,10.52406404,21.94,702,1950.041667,14694,43.1,2,0,1,0,0,0,0,1
1,0.1197,351.92,10.57254694,14.9,682,2579.0,7583,80.7,0,0,1,0,0,0,0,1
1,0.1608,879.92,10.71441777,6.4,667,5160.0,12704,54.1,0,0,0,0,0,1,0,1
1,0.1292,807.74,11.29849385,15.08,697,4440.0,21364,86.5,0,0,1,0,0,0,0,1
1,0.0976,482.32,11.08214255,11.35,737,3990.0,3834,33.3,2,0,0,0,0,0,0,1
1,0.1071,684.64,11.08214255,2.9,722,1380.041667,5694,17.7,1,0,1,0,0,0,0,1
1,0.1261,301.56,10.42228135,14.68,687,4650.041667,14371,60.9,0,0,1,0,0,0,0,1
1,0.1103,491.3,11.91582729,9.52,702,3780.041667,25870,56.1,0,0,1,0,0,0,0,1
1,0.16399999999999998,636.39,11.91839057,24.03,672,4290.041667,28846,57.9,1,1,0,0,0,0,0,1
1,0.1103,491.3,11.11542853,15.5,707,2370.041667,12569,46.2,0,0,1,0,0,0,0,1
1,0.1229,667.06,11.08214255,13.5,692,2370.041667,6045,34.9,1,0,0,0,0,0,0,1
1,0.1071,782.44,11.15625052,0.57,727,5040.041667,782,3.0,1,0,0,0,0,0,0,1
1,0.0945,230.47,10.71441777,0.8,717,2730.041667,3332,30.6,0,0,1,0,0,0,0,1
1,0.1292,377.79,10.35316092,23.31,712,3780.0,8837,52.6,1,0,1,0,0,0,0,1
1,0.1134,329.0,10.14124382,8.79,692,3839.041667,1573,39.3,0,0,0,1,0,0,0,1
1,0.1229,640.38,10.87804719,18.93,702,3689.0,20033,82.8,1,0,1,0,0,0,0,1
1,0.1134,658.0,10.91508846,5.19,712,8400.0,5482,17.4,0,0,0,0,0,0,0,1
1,0.1166,314.0,10.59663473,18.78,697,2309.958333,21160,78.7,0,0,1,0,0,0,0,1
1,0.1103,294.78,11.12726298,12.72,687,9119.958333,36164,39.4,1,1,0,0,0,0,0,1
1,0.1051,97.53,10.59663473,16.08,727,3464.041667,14582,26.7,2,0,1,0,0,0,0,1
1,0.1103,537.15,10.818177,4.42,712,1859.958333,3964,24.0,0,0,1,0,0,0,0,1
1,0.1134,98.7,10.53049493,7.72,677,1680.0,0,53.0,1,0,0,0,0,0,0,1
1,0.0832,314.85,10.59533389,14.54,772,5790.0,4743,28.1,0,0,1,0,0,0,0,1
1,0.1355,848.99,11.03488966,14.26,697,2730.0,7019,13.4,2,0,1,0,0,0,0,1
1,0.1292,168.28,10.64780302,21.04,677,2910.958333,13073,55.9,3,0,1,0,0,0,0,1
1,0.1008,151.03,10.46310334,18.72,722,3900.0,9910,99.1,2,0,1,0,0,0,0,1
1,0.0832,251.88,10.62254611,17.6,797,6989.958333,7017,8.4,0,0,0,1,0,0,0,1
1,0.1261,837.67,11.60739893,24.04,757,7260.0,8220,63.2,0,1,0,0,0,0,0,1
1,0.0976,385.86,11.45952469,8.65,727,4650.0,19073,28.6,3,0,0,0,0,0,0,1
1,0.0976,321.55,10.49824983,8.11,717,4139.958333,6179,11.2,2,0,1,0,0,0,0,1
1,0.1324,338.1,11.53272809,7.31,667,3823.0,27452,96.3,2,0,0,1,0,0,0,1
1,0.1229,266.83,11.47210347,5.36,687,4062.958333,45251,66.7,3,1,0,0,0,0,0,1
1,0.1134,263.2,10.71441777,8.75,682,2490.0,0,66.7,1,0,1,0,0,0,0,1
1,0.1324,446.29,11.22524339,21.06,682,5159.958333,13438,71.9,1,1,0,0,0,0,0,1
1,0.1166,370.19,11.28978191,17.78,692,1980.0,24259,56.5,0,0,1,0,0,0,0,1
1,0.1134,296.1,9.825526011000001,11.68,682,4230.0,9237,64.6,1,1,0,0,0,0,0,1
1,0.1103,235.83,10.34174248,14.4,692,3930.0,19076,66.6,0,0,0,0,0,0,0,1
1,0.1324,265.41,12.20607265,15.62,707,4680.0,36293,62.3,3,0,0,0,0,0,0,1
1,0.1071,339.06,10.87066149,15.6,717,3749.958333,19859,63.4,0,0,1,0,0,0,0,1
1,0.1197,109.56,9.798127037,17.4,672,1169.958333,8562,32.9,3,1,0,0,0,0,0,1
1,0.1166,240.46,10.91348718,16.91,712,4859.958333,17581,98.2,0,1,0,0,0,0,0,1
1,0.1355,155.37,11.06663836,13.5,697,7582.0,8399,41.0,2,0,0,0,0,1,0,1
1,0.0976,144.7,10.90227951,4.24,707,1499.958333,3818,61.6,0,0,1,0,0,0,0,1
1,0.1608,492.76,11.57025053,20.39,677,6269.958333,33627,74.7,1,0,0,1,0,0,0,1
1,0.1197,239.04,11.06663836,22.28,697,5579.958333,30970,71.0,1,0,1,0,0,0,0,1
1,0.1166,170.22,10.47107151,17.69,702,3930.0,12110,30.2,2,0,1,0,0,0,0,1
1,0.1324,83.68,10.81977828,17.77,677,4859.958333,17807,81.3,3,0,1,0,0,0,0,1
1,0.1008,129.22,9.61580548,8.08,707,1290.0,3946,35.9,0,1,0,0,0,0,0,1
1,0.1071,163.01,10.81977828,9.58,702,5129.958333,854,71.2,1,0,0,0,0,0,0,1
1,0.1134,220.43,10.23995979,23.14,752,2400.0,95,0.8,1,0,0,0,0,1,0,1
1,0.1608,387.17,11.31447453,19.96,662,6599.958333,19608,31.1,1,0,1,0,0,0,0,1
1,0.1039,178.48,10.4341158,18.46,717,5670.0,175,1.0,0,0,0,0,1,0,0,1
1,0.1292,252.42,10.98529272,18.81,672,3889.0,12195,58.9,3,0,1,0,0,0,0,1
1,0.1103,147.39,11.28978191,11.03,697,10649.95833,43712,82.5,0,1,0,0,0,0,0,1
1,0.1071,163.01,12.20607265,12.48,702,7319.958333,53087,69.9,1,0,0,0,0,0,0,1
1,0.1387,118.55,10.66881585,24.51,687,4109.958333,21043,81.6,3,1,0,0,0,0,0,1
1,0.1166,122.3,11.0090258,19.58,697,5519.958333,15948,88.8,0,1,0,0,0,0,0,1
1,0.1197,136.95,11.15625052,6.6,677,2400.0,16952,40.4,2,0,1,0,0,0,0,1
1,0.1166,101.64,11.51292546,20.53,702,7079.958333,91557,87.8,0,1,0,0,0,0,0,1
1,0.08,70.51,11.08214255,12.55,802,6299.958333,116416,1.4,0,0,0,0,0,0,0,1
1,0.1008,171.22,11.30220443,14.79,712,6900.0,66235,97.4,0,0,1,0,0,0,0,1
1,0.1008,193.83,10.77895629,9.3,707,6329.958333,4201,36.2,0,0,1,0,0,0,0,1
1,0.1071,116.56,10.75790288,13.3,702,6060.0,10083,53.9,1,0,0,0,1,0,0,1
1,0.1292,195.21,10.81977828,18.01,672,2249.958333,7423,53.4,0,0,0,0,0,0,0,1
1,0.1197,153.55,10.59663473,23.85,732,2353.958333,12811,47.6,0,0,1,0,0,0,0,1
1,0.1008,188.99,11.28978191,17.61,722,3870.0,2930,10.7,2,0,0,0,0,0,0,1
1,0.1355,254.7,10.91508846,21.51,672,3870.0,17590,86.2,1,1,0,0,0,0,0,1
1,0.0832,149.55,10.645424900000002,5.49,747,13259.95833,398,1.2,3,0,0,0,1,0,0,1
1,0.1039,134.67,11.2515607,5.91,697,6900.0,17243,43.0,1,0,0,0,0,0,0,1
1,0.1292,252.42,10.81977828,17.54,667,5939.958333,23401,35.8,1,0,0,0,0,0,0,1
1,0.1229,168.44,11.03488966,8.25,667,1919.958333,29863,82.7,0,0,0,0,0,0,0,1
1,0.1261,251.3,11.28983191,18.18,677,4320.0,12749,61.9,1,0,1,0,0,0,0,1
1,0.1008,242.29,10.81977828,2.93,707,1740.0,8453,77.6,3,0,1,0,0,0,0,1
1,0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,0,1,0,0,0,0,1
1,0.1324,253.58,11.77525896,16.78,662,4260.0,89952,79.5,3,0,1,0,0,0,0,1
1,0.1039,243.38,10.645424900000002,3.26,702,1443.0,3608,65.6,1,0,1,0,0,0,0,1
1,0.1229,166.77,10.645424900000002,21.66,682,2910.0,489,27.2,1,0,0,0,0,0,0,1
1,0.1197,249.0,11.13959835,21.63,692,5130.0,30245,40.8,2,0,1,0,0,0,0,1
1,0.1128,368.17,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,0,0,0,0,1
1,0.1229,70.05,10.95156065,19.92,667,9209.958333,26036,89.5,1,0,0,0,1,0,0,1
1,0.1229,100.06,10.645424900000002,1.71,672,2610.0,1487,45.1,0,0,0,0,0,1,0,1
1,0.1261,201.04,10.30895266,19.92,672,1800.0,3211,78.3,2,0,1,0,0,0,0,1
1,0.0945,240.08,10.71441777,1.57,722,7560.0,2258,10.7,2,0,0,1,0,0,0,1
1,0.0976,241.16,10.02552818,6.74,717,1679.9583329999996,7313,29.6,0,0,1,0,0,0,0,1
1,0.1039,48.68,10.46310334,13.17,697,4229.958333,19,0.2,1,0,1,0,0,0,0,1
1,0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1,0,0,0,1
1,0.1324,253.58,10.05173513,16.76,667,2820.0,4013,66.9,0,0,1,0,0,0,0,1
1,0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99.0,2,1,0,0,0,0,0,1
1,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,0,0,1,0,0,1
1,0.08,219.36,10.0203813,10.04,757,5130.0,0,0.0,6,0,0,0,0,1,0,1
1,0.0976,241.16,11.26446411,13.91,727,4788.0,49150,42.0,3,0,1,0,0,0,0,1
1,0.0863,237.21,10.645424900000002,19.2,787,6449.958333,8671,13.9,1,0,0,0,0,0,0,1
1,0.1349,407.17,10.91508846,14.53,667,9030.0,2569,98.8,0,0,1,0,0,0,0,1
1,0.1222,376.52,10.95080655,22.76,712,4650.0,8939,74.5,0,0,0,0,0,1,0,1
1,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,0,0,0,0,1
1,0.1096,472.81,10.71441777,1.33,712,3240.0,1661,15.8,2,0,0,0,0,0,0,1
1,0.1001,216.23,10.59663473,5.13,717,6300.0,4225,28.9,3,0,0,0,0,0,0,1
1,0.1128,73.14,10.08580911,12.45,717,6119.958333,3623,90.6,0,1,0,0,0,0,0,1
1,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,0,0,1,0,0,1
1,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,1,0,0,0,0,0,1
1,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41.0,0,0,1,0,0,0,0,1
1,0.1096,113.71,11.22524339,9.92,687,6240.0,22796,51.9,1,0,0,0,0,0,0,1
1,0.1146,263.66,11.28978191,21.72,697,7577.0,73150,72.9,0,0,1,0,0,0,0,1
1,0.1538,243.97,11.28978191,9.24,667,6540.0,33102,99.4,2,1,0,0,0,0,0,1
1,0.1128,218.6,11.184421400000002,16.86,697,2208.0,21659,49.9,1,1,0,0,0,0,0,1
1,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,0,0,0,0,1
1,0.1128,167.65,11.05879518,14.68,687,4770.0,17550,38.6,2,0,1,0,0,0,0,1
1,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,0,0,0,0,1
1,0.1349,254.48,11.89067673,9.58,662,7710.0,15030,52.2,1,1,0,0,0,0,0,1
1,0.1128,32.88,10.46310334,15.69,697,4320.958333,199,2.3,1,0,0,0,0,0,0,1
1,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41.0,3,0,0,0,0,0,0,1
1,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,1,0,0,0,0,1
1,0.102,242.71,11.27663335,11.99,732,4686.958333,42703,40.4,3,0,0,0,1,0,0,1
1,0.0907,210.1,10.37361617,1.84,742,2680.0,4889,10.7,1,0,0,0,0,0,0,1
1,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932,11.4,2,0,0,0,0,0,1,1
1,0.08,297.7,10.91508846,3.53,787,14159.95833,7171,10.7,2,0,0,1,0,0,0,1
1,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154,85.8,0,1,0,0,0,0,0,1
1,0.1462,861.99,11.98292909,9.04,682,5369.958333,9925,45.1,1,1,0,0,0,0,0,1
1,0.1209,598.64,11.1124479,19.22,702,5220.0,22897,64.5,1,1,0,0,0,0,0,1
1,0.1178,165.55,10.75790288,22.49,692,8160.0,0,0.0,3,1,0,0,0,0,0,1
1,0.1178,215.22,11.42081018,2.14,732,4410.0,4541,96.6,2,0,0,0,1,0,0,1
1,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966,93.6,1,0,0,0,0,0,0,1
1,0.1367,489.86,11.69524702,13.01,672,4200.0,14827,43.5,3,0,1,0,0,0,0,1
1,0.1241,501.16,12.76568843,5.86,692,2429.958333,36073,72.9,2,0,0,0,0,0,1,1
1,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706,45.7,1,0,0,0,0,0,1,1
1,0.102,485.42,11.51292546,7.93,747,3599.958333,86429,37.8,0,0,0,0,0,0,1,1
1,0.1146,329.57,11.45100751,7.85,727,6600.0,17465,95.4,1,0,1,0,0,0,0,1
1,0.1493,346.32,11.00209984,20.58,682,6720.0,56189,89.2,0,0,0,0,0,0,1,1
1,0.1083,653.17,11.08220409,8.2,742,4171.0,12418,66.2,1,0,1,0,0,0,0,1
1,0.1051,260.06,10.43399815,11.19,757,2520.0,10,0.1,3,0,0,0,0,1,0,1
1,0.0907,95.5,11.06929109,3.03,727,6509.958333,4483,72.3,0,1,0,0,0,0,0,1
1,0.1083,440.89,11.26446411,11.52,717,4319.958333,12266,41.2,1,0,1,0,0,0,0,1
1,0.1146,823.93,11.36210258,13.86,757,4530.0,46055,20.2,0,0,0,0,0,0,1,1
1,0.1241,185.43,9.998797732,11.73,677,3539.958333,1212,22.9,3,0,0,1,0,0,0,1
1,0.1525,556.61,10.97164063,11.48,662,4920.0,16052,88.2,3,0,1,0,0,0,0,1
1,0.1114,275.57,11.3736634,11.88,702,4110.041667,24216,73.8,3,0,0,1,0,0,0,1
1,0.1399,512.6,11.06663836,5.38,702,3600.0,12945,76.6,2,0,0,0,1,0,0,1
1,0.1367,136.08,9.61580548,14.0,662,3000.041667,5617,87.8,0,0,0,0,0,0,0,1
1,0.1557,244.62,10.78931908,2.72,672,3010.041667,3273,69.6,1,0,1,0,0,0,0,1
1,0.1083,78.38,10.59663473,15.75,697,5160.041667,13620,29.9,2,1,0,0,0,0,0,1
1,0.1241,167.06,11.38509209,23.88,677,3750.041667,40726,83.0,1,1,0,0,0,0,0,1
1,0.1114,475.68,10.49127422,21.8,712,10368.04167,23772,84.0,0,1,0,0,0,0,0,1
1,0.1336,711.22,11.35040654,10.74,687,6630.041667,29381,88.2,2,0,1,0,0,0,0,1
1,0.1178,662.19,10.858999,15.42,727,3755.041667,25971,66.6,0,0,1,0,0,0,0,1
1,0.0938,425.3,11.40756495,8.93,772,5648.041667,126302,27.6,1,0,0,0,0,0,1,1
1,0.1904,458.46,11.71993963,5.84,662,6210.0,13363,99.0,1,0,0,0,0,0,0,1
1,0.1209,399.09,10.1266311,11.04,692,8435.041667,9931,29.6,0,0,1,0,0,0,0,1
1,0.1872,876.36,11.00209984,19.8,667,3271.0,23555,60.3,1,0,1,0,0,0,0,1
1,0.1336,846.7,11.75978554,16.62,712,7890.041667,46663,47.4,1,0,0,0,0,0,1,1
1,0.1493,83.12,10.63969422,21.55,672,5460.0,4332,98.5,0,0,1,0,0,0,0,1
1,0.1146,121.95,11.23848862,22.97,697,4290.0,47039,89.5,0,0,0,0,0,0,1,1
1,0.1114,82.02,11.14919713,20.15,692,5250.041667,51489,77.9,2,0,0,1,0,0,0,1
1,0.1209,359.18,10.57867441,5.53,697,1650.041667,14922,43.8,1,0,1,0,0,0,0,1
1,0.14300000000000002,293.47,11.27720313,18.14,692,4440.041667,7987,42.5,3,0,1,0,0,0,0,1
1,0.1241,160.38,11.05089001,13.81,672,2880.0,5034,45.4,3,1,0,0,0,0,0,1
1,0.1178,297.99,11.40756495,13.63,687,8100.041667,51664,18.0,2,0,0,0,0,0,1,1
1,0.1126,197.18,10.5454467,2.34,712,2640.041667,647,17.5,1,0,0,1,0,0,0,1
1,0.102,388.34,11.22524339,6.88,767,2760.041667,0,0.0,0,1,0,0,0,0,0,1
1,0.1146,230.7,10.81985828,8.74,692,1890.041667,20248,27.7,0,0,1,0,0,0,0,1
1,0.1715,571.64,11.05366789,19.13,667,4290.0,55188,98.3,3,0,1,0,0,0,0,1
1,0.1221,199.89,9.798127037,6.27,687,3575.0,3289,32.6,1,0,0,0,0,0,0,1
